ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Meta: woodmart_sguide_select,Meta: woodmart_total_stock_quantity,Meta: _product_360_image_gallery,Meta: additional_information,Meta: _additional_information,Meta: slide_template,Meta: rs_page_bg_color,Meta: _woodmart_whb_header,Meta: _woodmart_main_layout,Meta: _woodmart_sidebar_width,Meta: _woodmart_custom_sidebar,Meta: _woodmart_product_design,Meta: _woodmart_single_product_style,Meta: _woodmart_thums_position,Meta: _woodmart_product-background,Meta: _woodmart_extra_content,Meta: _woodmart_extra_position,Meta: _woodmart_product_custom_tab_title,Meta: _woodmart_product_custom_tab_content,Meta: _woodmart_swatches_attribute,Meta: _woodmart_product_video,Meta: _woodmart_product_hashtag,Meta: _wpb_vc_js_status,Meta: _custom_avi,Meta: variation_title,Meta: _oembed_ce73ee0700c811af4d36d3f51d04b2d6,Meta: _oembed_time_ce73ee0700c811af4d36d3f51d04b2d6,Meta: _oembed_a8e66b5a09f9fc4ffd30d162df564537,Meta: _oembed_time_a8e66b5a09f9fc4ffd30d162df564537,Meta: _oembed_2946ab277bf346d6921be83c6f43df2e,Meta: _oembed_time_2946ab277bf346d6921be83c6f43df2e,Meta: _oembed_d5200fee81c86efebf561929a0eecd13,Meta: _oembed_time_d5200fee81c86efebf561929a0eecd13,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 2 default,Attribute 3 default,Meta: _woodmart_new_label_date,Attribute 1 default,Attribute 4 default,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global
4537,simple,BBW,Blank Button Mech Slim Wafer White,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,0.4,Outlet &amp; Switch > Slim Wafer,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A4958.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A4959.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A4961.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A4962.jpg",,,,,,,,,0,Color,White,1,1,Brand,Slim Wafer,1,1,none,,,"<table class=""woocommerce-product-attributes shop_attributes""><tbody><tr><th>Brand </th><td>Transco</td></tr><tr><th>Category</th><td>Wafer Series</td></tr><tr><th>Name</th><td>Wafer blanking button</td></tr><tr><th>Model</th><td>BBW</td></tr><tr><th>Color</th><td>Electrical white</td></tr><tr><th>Assembly arrangement</th><td>Basic element</td></tr></tbody></table><div class=""ai_imgs""><div class=""ai_img""><img src=""https://www.sparkymall.com.au/wp-content/uploads/import/01584090898.png"" /></div></div>",field_5e563c3884579,,,none,default,default,none,inherit,inherit,inherit,,none,after,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,simple,TVW/MEC,Coaxial TV Socket Mechanism Slim Wafer,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,2.5,Outlet &amp; Switch > Slim Wafer,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/02/tvw-mec-1.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/tvw-mec-2.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/tvw-mec-3.jpg",,,,,,,,,0,Color,White,1,1,Brand,Slim Wafer,1,1,none,,,"<table class=""woocommerce-product-attributes shop_attributes""><tbody><tr><th>Brand </th><td>Transco</td></tr><tr><th>Category</th><td>Wafer Series</td></tr><tr><th>Name</th><td>Wafer coaxial tv mechanism</td></tr><tr><th>Model</th><td>TVW/MEC</td></tr><tr><th>Color</th><td>Electrical white</td></tr><tr><th>Compactability</th><td>Transco Wafer series, Clipsal or equivalent</td></tr></tbody></table><div class=""ai_imgs""><div class=""ai_img""><img src=""https://www.sparkymall.com.au/wp-content/uploads/import/01594028981.png"" /></div></div>",field_5e563c3884579,,,none,default,default,none,inherit,inherit,inherit,,none,after,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,
4539,simple,TVFW/MEC,Pay TV F-Type Mechanism Slim Wafer,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,2.12,Outlet &amp; Switch > Slim Wafer,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/02/tvfw-mec-1.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/tvfw-mec-2.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/tvfw-mec-3.jpg",,,,,,,,,0,Color,White,1,1,Brand,Slim Wafer,1,1,none,,,"<table class=""woocommerce-product-attributes shop_attributes""><tbody><tr><th>Brand </th><td>Transco</td></tr><tr><th>Category</th><td>Wafer Series</td></tr><tr><th>Name</th><td>Wafer f-type tv mechanism</td></tr><tr><th>Model</th><td>TVFW/MEC</td></tr><tr><th>Color</th><td>Electrical white</td></tr><tr><th>Compactability</th><td>Transco Wafer series, Clipsal or equivalent</td></tr><tr><th>Flush mount fitting</th><td>fits all general brackets in the market</td></tr><tr><th>Surface mount fitting</th><td>fits Transco Wafer Series mounting flanges only</td></tr></tbody></table><div class=""ai_imgs""><div class=""ai_img""><img src=""https://www.sparkymall.com.au/wp-content/uploads/import/01594028913.png"" /></div></div>",field_5e563c3884579,,,none,default,default,none,inherit,inherit,inherit,,none,after,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,
4540,variable,P2G,Glass-look OPAL Double Outlet GPO with LED Press Push Button Switch 10A,1,1,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Outlet &amp; Switch > Opal Glass,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/02/P2G_Opal_P1G-P2G_V.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5505.jpg",,,,,,,,,0,Amp,10A,1,1,Color,"Black, White",1,1,none,,,"<table class=""woocommerce-product-attributes shop_attributes""><tbody><tr><th>Brand </th><td>Transco</td></tr><tr><th>Category</th><td>Opal Series</td></tr><tr><th>Name</th><td>Glass look push button LED power point double</td></tr><tr><th>Model</th><td>P2G, P2G/B</td></tr><tr><th>Power current</th><td>a.c.</td></tr><tr><th>Power phase</th><td>Single </td></tr><tr><th>Rating</th><td>10A</td></tr><tr><th>Volt</th><td>240V</td></tr><tr><th>Structure</th><td>Moulded top cover and under body</td></tr><tr><th>Material of cover/body</th><td>Impact-resistant polycarbonate, acrylic</td></tr><tr><th>Color</th><td>Pure snow/Midnight black</td></tr><tr><th>Socket switch</th><td>Push Button</td></tr><tr><th>LED luminous</th><td>Yes</td></tr><tr><th>Number of switch pole</th><td>Single</td></tr><tr><th>Number of socket gang</th><td>2</td></tr><tr><th>Number of socket outlet</th><td>2</td></tr><tr><th>Pin</th><td>3 pins (active, neutral, earth)</td></tr><tr><th>Earth pin</th><td>Flat</td></tr><tr><th>Cable connector</th><td>Copper ferrule x3</td></tr><tr><th>Cable accomodated</th><td>2.5mm x3</td></tr><tr><th>Size</th><td>W72mmxL116mmxD20mm</td></tr><tr><th>On wall mounting</th><td>Horizontal</td></tr><tr><th>Fixing centres</th><td>84mm</td></tr><tr><th>Flush mount fitting</th><td>fits all general brackets in the market</td></tr><tr><th>Surface mount fitting</th><td>fits all general mounting blocks in the market</td></tr><tr><th>Made in accordance with </th><td>AS/NZS3100, AS/NZS3112 and AS/NZS3133</td></tr><tr><th>Schematic wiring diagram</th><td></td></tr></tbody></table><div class=""ai_imgs""><div class=""ai_img""><img src=""https://www.sparkymall.com.au/wp-content/uploads/import/01583904068.png"" /></div><div class=""ai_img""><img src=""https://www.sparkymall.com.au/wp-content/uploads/import/11583904068.png"" /></div></div>",field_5e563c3884579,,,none,default,default,none,inherit,inherit,inherit,,0,after,,,,https://www.youtube.com/watch?v=AZh5tSCq1NU,,FALSE,,,"<iframe title=""Transco Slim Line Outlet and Switch"" width=""500"" height=""281"" src=""https://www.youtube.com/embed/tTi622xm0bE?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",1608792824,"<iframe title=""Transco Edgeless Glass Look Outlet and Switch"" width=""500"" height=""281"" src=""https://www.youtube.com/embed/AZh5tSCq1NU?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",1608792824,"<iframe title=""Transco IP65 Weatherproof Outlet"" width=""500"" height=""281"" src=""https://www.youtube.com/embed/CG2JakfdGl4?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",1608792825,"<iframe title=""Transco Fast Connect Socket TransFast"" width=""500"" height=""281"" src=""https://www.youtube.com/embed/EEsRvKLjw38?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",1608792825,Brand,Opal Glass Look,1,1,,,,,White,,,,,,,,
4541,variable,S1G,Glass-look OPAL LED Press Push Button Switch 10A,1,1,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Outlet &amp; Switch > Opal Glass,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/02/S1G_Opal_S1G-S6G_V.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1224.jpg",,,,,,,,,0,Amp,10A,1,1,Color,"Black, White",1,1,none,,,"<table class=""woocommerce-product-attributes shop_attributes""><tbody><tr><th>Brand </th><td>Transco</td></tr><tr><th>Category</th><td>Opal Series</td></tr><tr><th>Name</th><td>Glass look push button LED switch</td></tr><tr><th>Model</th><td>S1G, S1G/B, S2G, S2G/B, S3G, S3G/B, S4G, S4G/B, S5G, S5G/B, S6G, S6G/B</td></tr><tr><th>Power current</th><td>a.c</td></tr><tr><th>Power phase</th><td>Single </td></tr><tr><th>Rating</th><td>10A</td></tr><tr><th>Volt</th><td>240V</td></tr><tr><th>Structure</th><td>Moulded top cover and under body</td></tr><tr><th>Material of cover/body</th><td>Impact-resistant polycarbonate, acrylic</td></tr><tr><th>Color</th><td>Pure snow/Midnight black</td></tr><tr><th>Socket switch</th><td>Push Button</td></tr><tr><th>LED luminous</th><td>Yes</td></tr><tr><th>Number of switch pole</th><td>Single</td></tr><tr><th>Cable accomodated</th><td>2.5mm x 4</td></tr><tr><th>Size</th><td>W72mmxL116mmxD20mm</td></tr><tr><th>On wall mounting</th><td>Horizontal</td></tr><tr><th>Fixing centres</th><td>84mm</td></tr><tr><th>Flush mount fitting</th><td>fits all general brackets in the market</td></tr><tr><th>Surface mount fitting</th><td>fits all general mounting blocks in the market</td></tr><tr><th>Made in accordance with </th><td>AS/NZS3100, AS/NZS3112 and AS/NZS3133</td></tr><tr><th>Schematic wiring diagram</th><td></td></tr></tbody></table><div class=""ai_imgs""><div class=""ai_img""><img src=""https://www.sparkymall.com.au/wp-content/uploads/import/01583904592.png"" /></div><div class=""ai_img""><img src=""https://www.sparkymall.com.au/wp-content/uploads/import/11583904592.png"" /></div><div class=""ai_img""><img src=""https://www.sparkymall.com.au/wp-content/uploads/import/21583904592.png"" /></div><div class=""ai_img""><img src=""https://www.sparkymall.com.au/wp-content/uploads/import/31583904592.png"" /></div><div class=""ai_img""><img src=""https://www.sparkymall.com.au/wp-content/uploads/import/41583904592.png"" /></div><div class=""ai_img""><img src=""https://www.sparkymall.com.au/wp-content/uploads/import/51583904592.png"" /></div><div class=""ai_img""><img src=""https://www.sparkymall.com.au/wp-content/uploads/import/61583904592.png"" /></div></div>",field_5e563c3884579,,,none,default,default,none,inherit,inherit,inherit,,0,after,,,,https://www.youtube.com/watch?v=AZh5tSCq1NU,,FALSE,,,,,,,,,,,Gang,"1 gang, 2 gang, 3 gang, 4 gang, 5 gang, 6 gang",1,1,Brand,Opal Glass Look,1,1,White,1 gang,,,,,,,
4542,variable,AS1G,Glass-look OPAL Architrave Switch with LED Press Push Button 1 Gang,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Outlet &amp; Switch > Opal Glass,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/12/1RTVE1270.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/12/AEDC2431.jpg",,,,,,,,,0,Amp,10A,1,1,Color,"Black, White",1,1,none,,,"<table class=""woocommerce-product-attributes shop_attributes""><tbody><tr><th>Brand </th><td>Transco</td></tr><tr><th>Category</th><td>Opal Series</td></tr><tr><th>Name</th><td>Glass look push button LED architrave switch single</td></tr><tr><th>Model</th><td>AS1G, AS1G/B</td></tr><tr><th>Power current</th><td>a.c</td></tr><tr><th>Power phase</th><td>Single </td></tr><tr><th>Rating</th><td>10A</td></tr><tr><th>Volt</th><td>240V</td></tr><tr><th>Structure</th><td>Moulded top cover and under body</td></tr><tr><th>Material of cover/body</th><td>Impact-resistant polycarbonate, acrylic</td></tr><tr><th>Color</th><td>Pure snow/Midnight black</td></tr><tr><th>Socket switch</th><td>Push Button</td></tr><tr><th>LED luminous</th><td>Yes</td></tr><tr><th>Number of switch pole</th><td>Single</td></tr><tr><th>Cable accomodated</th><td>2.5mm x 4</td></tr><tr><th>Size</th><td>W35mmxL85mmxD20mm</td></tr><tr><th>On wall mounting</th><td>Horizontal</td></tr><tr><th>Fixing centres</th><td>84mm</td></tr><tr><th>Flush mount fitting</th><td>fits all general brackets in the market</td></tr><tr><th>Surface mount fitting</th><td>fits all general mounting blocks in the market</td></tr><tr><th>Made in accordance with </th><td>AS/NZS3100, AS/NZS3112 and AS/NZS3133</td></tr><tr><th>Schematic wiring diagram</th><td></td></tr></tbody></table><div class=""ai_imgs""><div class=""ai_img""><img src=""https://www.sparkymall.com.au/wp-content/uploads/import/01583903937.png"" /></div><div class=""ai_img""><img src=""https://www.sparkymall.com.au/wp-content/uploads/import/11583903937.png"" /></div></div>",field_5e563c3884579,,,none,default,default,none,inherit,inherit,inherit,,0,after,,,,https://www.youtube.com/watch?v=AZh5tSCq1NU,,FALSE,,,"<iframe title=""Transco Slim Line Outlet and Switch"" width=""500"" height=""281"" src=""https://www.youtube.com/embed/tTi622xm0bE?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",1608897057,"<iframe title=""Transco Edgeless Glass Look Outlet and Switch"" width=""500"" height=""281"" src=""https://www.youtube.com/embed/AZh5tSCq1NU?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",1608897057,"<iframe title=""Transco IP65 Weatherproof Outlet"" width=""500"" height=""281"" src=""https://www.youtube.com/embed/CG2JakfdGl4?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",1608897058,"<iframe title=""Transco Fast Connect Socket TransFast"" width=""500"" height=""281"" src=""https://www.youtube.com/embed/EEsRvKLjw38?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",1608897058,Brand,Opal Glass Look,1,1,,,,,White,,,,,,,,
4543,variable,T1G,Glass-look Switch Body Plate,1,1,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Outlet &amp; Switch > Opal Glass,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/02/T1G_Opal_BodyCover.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5589.jpg",,,,,,,,,0,Color,"Black, White",1,1,Gang,"1 gang, 2 gang, 3 gang, 4 gang",1,1,none,,,"<table class=""woocommerce-product-attributes shop_attributes""><tbody><tr><th>Brand </th><td>Transco</td></tr><tr><th>Category</th><td>Opal Series</td></tr><tr><th>Name</th><td>Opal SWITCH gang utility plate and cover</td></tr><tr><th>Model</th><td>T1G, T1G/B, T2G, T2G/B, T3G, T3G/B, T4G, T4G/B</td></tr><tr><th>Structure</th><td>Moulded top cover and under body</td></tr><tr><th>Material of cover/body</th><td>Impact-resistant polycarbonate, acrylic</td></tr><tr><th>Color</th><td>Pure snow/Midnight black</td></tr><tr><th>Size</th><td>W72mmxL116mmxD9mm</td></tr><tr><th>On wall mounting</th><td>Horizontal</td></tr><tr><th>Fixing centres</th><td>84mm</td></tr><tr><th>Flush mount fitting</th><td>fits all general brackets in the market</td></tr><tr><th>Surface mount fitting</th><td>fits all general mounting block/flange in the market</td></tr><tr><th>Made in accordance with </th><td>AS/NZS3100, AS/NZS3112 and AS/NZS3133</td></tr></tbody></table><div class=""ai_imgs""><div class=""ai_img""><img src=""https://www.sparkymall.com.au/wp-content/uploads/import/01583904775.png"" /></div><div class=""ai_img""><img src=""https://www.sparkymall.com.au/wp-content/uploads/import/11583904776.png"" /></div><div class=""ai_img""><img src=""https://www.sparkymall.com.au/wp-content/uploads/import/21583904776.png"" /></div><div class=""ai_img""><img src=""https://www.sparkymall.com.au/wp-content/uploads/import/31583904776.png"" /></div></div>",field_5e563c3884579,,,none,default,default,none,inherit,inherit,inherit,,0,after,,,,,,FALSE,,,"<iframe title=""Transco Slim Line Outlet and Switch"" width=""500"" height=""281"" src=""https://www.youtube.com/embed/tTi622xm0bE?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",1608757738,"<iframe title=""Transco Edgeless Glass Look Outlet and Switch"" width=""500"" height=""281"" src=""https://www.youtube.com/embed/AZh5tSCq1NU?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",1608757738,"<iframe title=""Transco IP65 Weatherproof Outlet"" width=""500"" height=""281"" src=""https://www.youtube.com/embed/CG2JakfdGl4?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",1608757739,"<iframe title=""Transco Fast Connect Socket TransFast"" width=""500"" height=""281"" src=""https://www.youtube.com/embed/EEsRvKLjw38?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",1608757739,Brand,Opal Glass Look,1,1,,,,,1 gang,,,White,,,,,
4545,variation,,Glass-look OPAL Double Outlet GPO with LED Press Push Button Switch 10A - White,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.5,,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/02/P2G_Opal_P1G-P2G_V.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1204.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1128.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1130.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1132.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1144.jpg",,,P2G,,,,,,0,Color,White,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,60,23,60,33,60,43,60,00,000",Glass-look OPAL Double Outlet GPO with LED Press Push Button Switch 10A - White,,,,,,,,,,,,,,,,,,,,,,,,,
4546,variation,P2G/B,Glass-look OPAL Double Outlet GPO with LED Press Push Button Switch 10A - Black,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,45,,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5501.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5505.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5506.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5510.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5513.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5518.jpg",,,P2G,,,,,,2,Color,Black,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,60,63,60,73,60,83,60,00,000",Glass-look OPAL Double Outlet GPO with LED Press Push Button Switch 10A - Black,,,,,,,,,,,,,,,,,,,,,,,,,
4548,variation,,"Glass-look OPAL LED Press Push Button Switch 10A - White, 1 gang",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,32.5,,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/02/S1G_Opal_S1G-S6G_V.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5525.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5526.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5527.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5528.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5529.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5537.jpg",,,S1G,,,,,,2,Color,White,,1,Gang,1 gang,,1,,,,,,,,,,,,,,,,,,,,,,,,"3,61,33,61,43,61,53,61,00,00,00,000","Glass-look OPAL LED Press Push Button Switch 10A - White, 1 gang",,,,,,,,,,,,,,,,,,,,,,,,,
4549,variation,S2G/B,"Glass-look OPAL LED Press Push Button Switch 10A - Black, 2 gang",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,48,,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1469.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1470.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1156.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1158.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1159.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1163.jpg",,,S1G,,,,,,3,Color,Black,,1,Gang,2 gang,,1,,,,,,,,,,,,,,,,,,,,,,,,"3,63,33,63,43,62,93,63,00,000","Glass-look OPAL LED Press Push Button Switch 10A - Black, 2 gang",,,,,,,,,,,,,,,,,,,,,,,,,
4550,variation,S2G,"Glass-look OPAL LED Press Push Button Switch 10A - White, 2 gang",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,48,,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A552722-2.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A552722-4.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A552722-1.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A552722-5.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A552722-6.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A552722-3.jpg",,,S1G,,,,,,4,Color,White,,1,Gang,2 gang,,1,,,,,,,,,,,,,,,,,,,,,,,,"3,62,33,62,63,62,43,62,00,000","Glass-look OPAL LED Press Push Button Switch 10A - White, 2 gang",,,,,,,,,,,,,,,,,,,,,,,,,
4551,variation,S3G/B,"Glass-look OPAL LED Press Push Button Switch 10A - Black, 3 gang",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,58,,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5771-2.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5772.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5773.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5774.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5775.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5776.jpg",,,S1G,,,,,,5,Color,Black,,1,Gang,3 gang,,1,,,,,,,,,,,,,,,,,,,,,,,,"3,64,53,64,63,64,13,64,00,000","Glass-look OPAL LED Press Push Button Switch 10A - Black, 3 gang",,,,,,,,,,,,,,,,,,,,,,,,,
4552,variation,S3G,"Glass-look OPAL LED Press Push Button Switch 10A - White, 3 gang",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,58,,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1220.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1224.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1115.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1116.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1118.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1120.jpg",,,S1G,,,,,,6,Color,White,,1,Gang,3 gang,,1,,,,,,,,,,,,,,,,,,,,,,,,"3,63,73,63,83,63,93,64,00,000","Glass-look OPAL LED Press Push Button Switch 10A - White, 3 gang",,,,,,,,,,,,,,,,,,,,,,,,,
4553,variation,S4G/B,"Glass-look OPAL LED Press Push Button Switch 10A - Black, 4 gang",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,66,,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5786.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5788.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5789.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5790.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5793.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5794.jpg",,,S1G,,,,,,7,Color,Black,,1,Gang,4 gang,,1,,,,,,,,,,,,,,,,,,,,,,,,"3,65,73,65,83,65,33,65,00,000","Glass-look OPAL LED Press Push Button Switch 10A - Black, 4 gang",,,,,,,,,,,,,,,,,,,,,,,,,
4554,variation,S4G,"Glass-look OPAL LED Press Push Button Switch 10A - White, 4 gang",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,66,,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5779.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5780.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5781.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5782.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5783.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5784.jpg",,,S1G,,,,,,8,Color,White,,1,Gang,4 gang,,1,,,,,,,,,,,,,,,,,,,,,,,,"3,65,03,65,13,65,23,64,00,000","Glass-look OPAL LED Press Push Button Switch 10A - White, 4 gang",,,,,,,,,,,,,,,,,,,,,,,,,
